id,land_use,du,yr_blt,eff_yr_blt,area_parcel,bldg_sqft,mkt_val,distance_to_nearest_park_m
53033006300965198546,single_family,1.0,1909.0,,0.4483135717787939,11600.0,6504000.0,73.38883228632233
53033007600964683187,single_family,1.0,1901.0,,0.07329536090363606,1850.0,934000.0,257.7096042449235
53033007600964714668,single_family,1.0,1984.0,,0.11348875127431585,1800.0,,427.9384112725135
53033007600964982916,single_family,1.0,1905.0,,0.12436539036170308,1640.0,1157000.0,467.5218565600548
53033008800965072406,single_family,1.0,1944.0,,0.10395877675391813,2070.0,637000.0,55.77579962580373
53033008800965072530,single_family,1.0,1944.0,,0.19874146180978566,1310.0,567000.0,100.78868141346133
53033008800965089639,single_family,1.0,1900.0,,0.1177131778320526,1500.0,673000.0,486.88367995894663
53033008900964943006,single_family,1.0,1906.0,,0.09144550495945676,2760.0,926000.0,126.68952246799772
53033008900964974205,single_family,1.0,2014.0,,0.3151036388442067,5340.0,6123000.0,310.9273539928634
53033008900964974208,single_family,1.0,2005.0,,0.4001243335286568,4550.0,5706000.0,234.36218725421978
53033008900964985137,single_family,1.0,1941.0,,0.15019878020188526,1490.0,526000.0,297.82559801384906
53033008900964994416,single_family,1.0,1978.0,,0.2769959366661113,2150.0,913000.0,172.87584990605632
53033008900965037813,single_family,1.0,1980.0,,0.07763058345892658,1840.0,645000.0,286.3681141808289
53033008900965080835,single_family,1.0,1900.0,,0.0749275707938396,1640.0,454000.0,168.43800497138147
53033008600964805725,education,1.0,,,0.09726206537334699,,1276200.0,233.59057157293438
53033009400965080333,single_family,1.0,1920.0,,0.07570572757000454,1990.0,475000.0,28.29864503217215
53033009400965080383,single_family,1.0,1900.0,,0.10004586569015801,1440.0,564000.0,295.9465018137191
53033009400965080398,single_family,1.0,2018.0,,0.1010226049167173,1323.0,474000.0,229.5243104657806
53033007800964780069,single_family,1.0,1919.0,,0.453737778832481,5030.0,2955000.0,29.029269537526286
53033007800964780092,single_family,1.0,1906.0,,0.4550040485594313,7460.0,4948000.0,86.42554823120135
53033007800964780122,single_family,1.0,1907.0,,0.2304072449011265,3280.0,2381000.0,65.79705069730043
53033007800964974156,single_family,1.0,1936.0,,0.4744083659134673,2960.0,4886000.0,109.48170218432855
53033007800964985089,single_family,1.0,1907.0,2005.0,0.3169642231938045,2820.0,1648000.0,58.70335772987718
53033007800965058394,single_family,1.0,1999.0,,0.27673194352355124,8960.0,5559000.0,31.880110984265063
53033007800965082348,single_family,1.0,1909.0,,0.17147769274741045,1540.0,836000.0,148.3990517064072
53033007800965155947,single_family,1.0,1924.0,,0.2339130283180765,2300.0,2698000.0,74.9772225589594
