,uf_unique_,stop_id,name,operator,mode,direction,route_id,related_ro,related__1,related__2,headway_av,headway__1,headway__2,headway__3,hourly_arr,hourly_a_1,hourly_a_2,hourly_a_3,total_arri,total_ar_1,geometry_k,geometry
393,f-9q9-scmtdcom_403,1436R,Freedom Blvd (#5620),Santa Cruz Metro,Bus,0,71,71,Santa Cruz / Watsonville,710011,60.0,55.5,59.69,73.27,1.0,1.5,0.88,0.75,14.0,12.0,f5e2020f6a658486,POINT (-121.847328 36.986568)
394,f-9q9-scmtdcom_404,1436R,Freedom Blvd (#5620),Santa Cruz Metro,Bus,0,71,71,Santa Cruz / Watsonville,710027,60.0,51.0,59.64,71.5,1.0,1.0,0.94,0.69,17.0,13.0,f5e2020f6a658486,POINT (-121.847328 36.986568)
395,f-9q9-scmtdcom_405,1437R,Freedom Blvd (#5310),Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710028,,60.0,60.5,73.73,0.5,1.0,0.94,0.75,18.0,12.0,4689d55c99f7ffa1,POINT (-121.84227 36.987724)
396,f-9q9-scmtdcom_406,1437R,Freedom Blvd (#5310),Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710024,60.0,57.0,60.36,71.9,1.0,1.0,0.94,0.69,15.0,11.0,4689d55c99f7ffa1,POINT (-121.84227 36.987724)
397,f-9q9-scmtdcom_407,1437R,Freedom Blvd (#5310),Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710029,,,,,,,,0.06,,1.0,4689d55c99f7ffa1,POINT (-121.84227 36.987724)
398,f-9q9-scmtdcom_408,1439R,Freedom Blvd & Day Valley Rd,Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710028,,60.0,60.5,73.73,0.5,1.0,0.94,0.75,18.0,12.0,3fe61feab977cbb2,POINT (-121.838165 36.987881)
399,f-9q9-scmtdcom_409,1439R,Freedom Blvd & Day Valley Rd,Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710024,60.0,57.0,60.36,71.9,1.0,1.0,0.94,0.69,15.0,11.0,3fe61feab977cbb2,POINT (-121.838165 36.987881)
400,f-9q9-scmtdcom_410,1439R,Freedom Blvd & Day Valley Rd,Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710029,,,,,,,,0.06,,1.0,3fe61feab977cbb2,POINT (-121.838165 36.987881)
401,f-9q9-scmtdcom_411,1440R,Freedom Blvd & Day Valley Rd,Santa Cruz Metro,Bus,0,71,71,Santa Cruz / Watsonville,710011,60.0,55.0,59.69,73.27,1.0,1.5,0.88,0.75,14.0,12.0,ef3a87b8880e92ac,POINT (-121.837944 36.987694)
402,f-9q9-scmtdcom_412,1440R,Freedom Blvd & Day Valley Rd,Santa Cruz Metro,Bus,0,71,71,Santa Cruz / Watsonville,710027,60.0,50.0,59.64,71.5,1.0,1.0,0.94,0.69,17.0,13.0,ef3a87b8880e92ac,POINT (-121.837944 36.987694)
403,f-9q9-scmtdcom_413,1441R,Freedom Blvd & La Vida Dr,Santa Cruz Metro,Bus,0,71,71,Santa Cruz / Watsonville,710011,60.0,55.0,59.69,73.27,1.0,1.5,0.88,0.75,14.0,12.0,140f11cc448cd16f,POINT (-121.828217 36.980305)
404,f-9q9-scmtdcom_414,1441R,Freedom Blvd & La Vida Dr,Santa Cruz Metro,Bus,0,71,71,Santa Cruz / Watsonville,710027,60.0,50.0,59.64,71.5,1.0,1.0,0.94,0.69,17.0,13.0,140f11cc448cd16f,POINT (-121.828217 36.980305)
405,f-9q9-scmtdcom_415,1442R,Freedom Blvd & Pleasant Valley Rd,Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710028,,60.0,60.4,73.73,0.5,1.0,1.0,0.75,18.0,12.0,33ce44b2fd0d71d8,POINT (-121.825348 36.976585)
406,f-9q9-scmtdcom_416,1442R,Freedom Blvd & Pleasant Valley Rd,Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710024,60.0,57.0,60.36,71.9,1.0,1.0,0.94,0.69,15.0,11.0,33ce44b2fd0d71d8,POINT (-121.825348 36.976585)
407,f-9q9-scmtdcom_417,1442R,Freedom Blvd & Pleasant Valley Rd,Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710029,,,,,,,,0.06,,1.0,33ce44b2fd0d71d8,POINT (-121.825348 36.976585)
408,f-9q9-scmtdcom_418,1443R,Freedom Blvd & Willow Heights,Santa Cruz Metro,Bus,0,71,71,Santa Cruz / Watsonville,710011,60.0,55.0,59.69,73.27,1.0,1.5,0.88,0.75,14.0,12.0,89d05807d2b306ed,POINT (-121.825211 36.976177)
409,f-9q9-scmtdcom_419,1443R,Freedom Blvd & Willow Heights,Santa Cruz Metro,Bus,0,71,71,Santa Cruz / Watsonville,710027,60.0,50.0,59.64,71.5,1.0,1.0,0.94,0.69,17.0,13.0,89d05807d2b306ed,POINT (-121.825211 36.976177)
410,f-9q9-scmtdcom_420,1444R,Freedom Blvd & Eagle Ridge (Scott Park),Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710028,,58.5,60.4,73.73,0.5,1.5,1.0,0.75,18.0,12.0,bba6dbedfeb20aed,POINT (-121.819077 36.970886)
411,f-9q9-scmtdcom_421,1444R,Freedom Blvd & Eagle Ridge (Scott Park),Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710024,60.0,57.0,60.36,71.9,1.0,1.0,0.94,0.69,15.0,11.0,bba6dbedfeb20aed,POINT (-121.819077 36.970886)
412,f-9q9-scmtdcom_422,1444R,Freedom Blvd & Eagle Ridge (Scott Park),Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710029,,,,,,,,0.06,,1.0,bba6dbedfeb20aed,POINT (-121.819077 36.970886)
413,f-9q9-scmtdcom_423,1445R,Freedom Blvd & White Rd (Scott Park),Santa Cruz Metro,Bus,0,71,71,Santa Cruz / Watsonville,710011,60.0,55.0,59.69,73.27,1.0,1.5,0.88,0.75,14.0,12.0,1b496a7a9f3d8fe3,POINT (-121.818985 36.970436)
414,f-9q9-scmtdcom_424,1445R,Freedom Blvd & White Rd (Scott Park),Santa Cruz Metro,Bus,0,71,71,Santa Cruz / Watsonville,710027,60.0,50.0,59.64,71.5,1.0,1.0,0.94,0.69,17.0,13.0,1b496a7a9f3d8fe3,POINT (-121.818985 36.970436)
415,f-9q9-scmtdcom_425,1446R,Freedom Blvd & Corralitos Rd,Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710028,,58.5,60.4,73.73,0.5,1.5,1.0,0.75,18.0,12.0,386dc5cb6acec5c1,POINT (-121.809837 36.964157)
416,f-9q9-scmtdcom_426,1446R,Freedom Blvd & Corralitos Rd,Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710024,60.0,57.0,60.36,71.9,1.0,1.0,0.94,0.69,15.0,11.0,386dc5cb6acec5c1,POINT (-121.809837 36.964157)
417,f-9q9-scmtdcom_427,1446R,Freedom Blvd & Corralitos Rd,Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710029,,,,,,,,0.06,,1.0,386dc5cb6acec5c1,POINT (-121.809837 36.964157)
418,f-9q9-scmtdcom_462,1465R,Glen Arbor Rd & River,Santa Cruz Metro,Bus,1,35,35,San Lorenzo Valley (SLV),350070,,,,,,,0.06,,1.0,,f1a73a8305a36060,POINT (-122.077965 37.081215)
419,f-9q9-scmtdcom_428,1447R,Freedom Blvd & Corralitos Rd,Santa Cruz Metro,Bus,0,71,71,Santa Cruz / Watsonville,710011,60.0,55.0,59.69,73.27,1.0,1.5,0.88,0.75,14.0,12.0,229dcbbb97f97002,POINT (-121.809448 36.963253)
420,f-9q9-scmtdcom_429,1447R,Freedom Blvd & Corralitos Rd,Santa Cruz Metro,Bus,0,71,71,Santa Cruz / Watsonville,710027,60.0,50.0,59.64,71.5,1.0,1.0,0.94,0.69,17.0,13.0,229dcbbb97f97002,POINT (-121.809448 36.963253)
421,f-9q9-scmtdcom_430,1448R,Freedom Blvd (Manns Apples),Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710028,,59.0,60.4,73.73,0.5,1.5,1.0,0.75,18.0,12.0,6d430227d33186c,POINT (-121.806229 36.960724)
422,f-9q9-scmtdcom_431,1448R,Freedom Blvd (Manns Apples),Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710024,60.0,58.0,60.36,72.0,1.0,1.0,0.94,0.69,15.0,11.0,6d430227d33186c,POINT (-121.806229 36.960724)
423,f-9q9-scmtdcom_432,1448R,Freedom Blvd (Manns Apples),Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710029,,,,,,,,0.06,,1.0,6d430227d33186c,POINT (-121.806229 36.960724)
424,f-9q9-scmtdcom_433,1449R,Freedom Blvd (Manns Apples),Santa Cruz Metro,Bus,0,71,71,Santa Cruz / Watsonville,710011,60.0,54.5,59.69,73.27,1.0,1.5,0.88,0.75,14.0,12.0,2f54639d0fc35c8d,POINT (-121.806358 36.960606)
425,f-9q9-scmtdcom_434,1449R,Freedom Blvd (Manns Apples),Santa Cruz Metro,Bus,0,71,71,Santa Cruz / Watsonville,710027,60.0,49.0,59.64,71.5,1.0,1.0,0.94,0.69,17.0,13.0,2f54639d0fc35c8d,POINT (-121.806358 36.960606)
426,f-9q9-scmtdcom_435,1450R,Freedom Blvd (Rider Apples),Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710028,60.0,58.0,60.4,73.73,1.0,1.0,1.0,0.75,18.0,12.0,5e7459b5511ed47a,POINT (-121.790741 36.947906)
427,f-9q9-scmtdcom_436,1450R,Freedom Blvd (Rider Apples),Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710024,60.0,58.0,60.36,72.0,1.0,1.0,0.94,0.69,15.0,11.0,5e7459b5511ed47a,POINT (-121.790741 36.947906)
428,f-9q9-scmtdcom_437,1450R,Freedom Blvd (Rider Apples),Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710029,,,,,,,,0.06,,1.0,5e7459b5511ed47a,POINT (-121.790741 36.947906)
429,f-9q9-scmtdcom_438,1451R,Freedom Blvd (Rider Apples),Santa Cruz Metro,Bus,0,71,71,Santa Cruz / Watsonville,710011,60.0,54.5,59.69,73.27,1.0,1.5,0.88,0.75,14.0,12.0,10920c60b3f190a6,POINT (-121.792099 36.948822)
430,f-9q9-scmtdcom_439,1451R,Freedom Blvd (Rider Apples),Santa Cruz Metro,Bus,0,71,71,Santa Cruz / Watsonville,710027,60.0,49.0,59.64,71.5,1.0,1.0,0.94,0.69,17.0,13.0,10920c60b3f190a6,POINT (-121.792099 36.948822)
431,f-9q9-scmtdcom_440,1452R,Freedom Blvd (Filipino Community Center),Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710028,60.0,58.0,60.4,73.73,1.0,1.0,1.0,0.75,18.0,12.0,1050ccac0add3c03,POINT (-121.789612 36.946781)
432,f-9q9-scmtdcom_441,1452R,Freedom Blvd (Filipino Community Center),Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710024,60.0,58.0,60.36,72.0,1.0,1.0,0.94,0.69,15.0,11.0,1050ccac0add3c03,POINT (-121.789612 36.946781)
433,f-9q9-scmtdcom_442,1452R,Freedom Blvd (Filipino Community Center),Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710029,,,,,,,,0.06,,1.0,1050ccac0add3c03,POINT (-121.789612 36.946781)
434,f-9q9-scmtdcom_443,1453R,Freedom Blvd (Filipino Community Center),Santa Cruz Metro,Bus,0,71,71,Santa Cruz / Watsonville,710011,60.0,54.5,59.69,73.27,1.0,1.5,0.88,0.75,14.0,12.0,9e0ad30dd3266f0e,POINT (-121.789742 36.946686)
435,f-9q9-scmtdcom_444,1453R,Freedom Blvd (Filipino Community Center),Santa Cruz Metro,Bus,0,71,71,Santa Cruz / Watsonville,710027,60.0,49.0,59.64,71.5,1.0,1.0,0.94,0.69,17.0,13.0,9e0ad30dd3266f0e,POINT (-121.789742 36.946686)
436,f-9q9-scmtdcom_445,1457R,River & Front,Santa Cruz Metro,Bus,1,35,35,San Lorenzo Valley (SLV),350076,,60.0,59.85,119.67,0.5,1.0,0.88,0.44,15.0,7.0,5b6bda0521b6a8c3,POINT (-122.025482 36.976315)
437,f-9q9-scmtdcom_446,1457R,River & Front,Santa Cruz Metro,Bus,1,35,35,San Lorenzo Valley (SLV),350077,63.0,55.0,59.79,119.0,1.0,1.0,0.94,0.38,15.0,7.0,5b6bda0521b6a8c3,POINT (-122.025482 36.976315)
438,f-9q9-scmtdcom_447,1457R,River & Front,Santa Cruz Metro,Bus,1,35,35,San Lorenzo Valley (SLV),350070,,,,,0.5,,0.06,,1.0,,5b6bda0521b6a8c3,POINT (-122.025482 36.976315)
439,f-9q9-scmtdcom_448,1457R,River & Front,Santa Cruz Metro,Bus,1,66,66,Live Oak via 17th,660007,,65.0,69.08,60.0,0.5,1.0,0.81,0.75,13.0,13.0,5b6bda0521b6a8c3,POINT (-122.025482 36.976315)
440,f-9q9-scmtdcom_449,1457R,River & Front,Santa Cruz Metro,Bus,1,66,66,Live Oak via 17th,660011,,,,,0.5,,0.06,,1.0,,5b6bda0521b6a8c3,POINT (-122.025482 36.976315)
441,f-9q9-scmtdcom_450,1457R,River & Front,Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710028,71.0,57.0,60.2,73.36,1.0,1.0,1.0,0.75,17.0,12.0,5b6bda0521b6a8c3,POINT (-122.025482 36.976315)
442,f-9q9-scmtdcom_451,1457R,River & Front,Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710024,68.0,57.0,59.93,71.3,1.0,1.0,0.94,0.69,15.0,11.0,5b6bda0521b6a8c3,POINT (-122.025482 36.976315)
443,f-9q9-scmtdcom_452,1457R,River & Front,Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710029,,,,,,,,0.06,,1.0,5b6bda0521b6a8c3,POINT (-122.025482 36.976315)
444,f-9q9-scmtdcom_453,1458R,Glen Arbor Rd & Hermosa Ave,Santa Cruz Metro,Bus,1,35,35,San Lorenzo Valley (SLV),350077,61.0,60.0,60.0,119.6,1.0,1.0,0.94,0.38,15.0,7.0,57e436e25ef019c,POINT (-122.08252 37.074276)
445,f-9q9-scmtdcom_454,1458R,Glen Arbor Rd & Hermosa Ave,Santa Cruz Metro,Bus,1,35,35,San Lorenzo Valley (SLV),350070,,,,,,,0.06,,1.0,,57e436e25ef019c,POINT (-122.08252 37.074276)
446,f-9q9-scmtdcom_455,1459R,Glen Arbor Rd & Hermosa Ave,Santa Cruz Metro,Bus,0,35A,35A,SLV via Scotts Valley Drive,35A0037,62.0,60.0,64.14,120.33,1.0,1.0,0.94,0.44,15.0,7.0,1c7c267774a8a2e5,POINT (-122.082664 37.074192)
447,f-9q9-scmtdcom_456,1460R,Glen Arbor Rd & Azalea Ave,Santa Cruz Metro,Bus,1,35,35,San Lorenzo Valley (SLV),350077,61.0,60.0,60.0,119.6,1.0,1.0,0.94,0.38,15.0,7.0,982f8134cd551f8d,POINT (-122.080383 37.075436)
448,f-9q9-scmtdcom_457,1460R,Glen Arbor Rd & Azalea Ave,Santa Cruz Metro,Bus,1,35,35,San Lorenzo Valley (SLV),350070,,,,,,,0.06,,1.0,,982f8134cd551f8d,POINT (-122.080383 37.075436)
449,f-9q9-scmtdcom_458,1461R,Glen Arbor Rd & Azalea Ave,Santa Cruz Metro,Bus,0,35A,35A,SLV via Scotts Valley Drive,35A0037,62.0,60.0,64.14,120.33,1.0,1.0,0.94,0.44,15.0,7.0,80a952904831a0f1,POINT (-122.080284 37.075413)
450,f-9q9-scmtdcom_459,1462R,Glen Arbor Rd & Pine,Santa Cruz Metro,Bus,0,35A,35A,SLV via Scotts Valley Drive,35A0037,62.0,60.0,60.15,120.33,1.0,1.0,0.88,0.44,15.0,7.0,e4695fca302f8465,POINT (-122.084755 37.088444)
451,f-9q9-scmtdcom_460,1463R,Glen Arbor Rd & Quail Hollow Rd,Santa Cruz Metro,Bus,0,35A,35A,SLV via Scotts Valley Drive,35A0037,62.0,60.0,64.14,120.33,1.0,1.0,0.94,0.44,15.0,7.0,3cc97c2af8dfb153,POINT (-122.077835 37.078968)
452,f-9q9-scmtdcom_461,1465R,Glen Arbor Rd & River,Santa Cruz Metro,Bus,1,35,35,San Lorenzo Valley (SLV),350077,61.0,60.0,60.0,119.6,1.0,1.0,0.94,0.38,15.0,7.0,f1a73a8305a36060,POINT (-122.077965 37.081215)
453,f-9q9-scmtdcom_463,1466R,Glen Arbor Rd & Madrone Ave,Santa Cruz Metro,Bus,1,35,35,San Lorenzo Valley (SLV),350077,61.0,60.0,60.0,119.6,1.0,1.0,0.94,0.38,15.0,7.0,8d217aca34ce2a7d,POINT (-122.081886 37.083786)
454,f-9q9-scmtdcom_464,1466R,Glen Arbor Rd & Madrone Ave,Santa Cruz Metro,Bus,1,35,35,San Lorenzo Valley (SLV),350070,,,,,,,0.06,,1.0,,8d217aca34ce2a7d,POINT (-122.081886 37.083786)
455,f-9q9-scmtdcom_465,1467R,Glen Arbor Rd & Madrone Ave,Santa Cruz Metro,Bus,0,35A,35A,SLV via Scotts Valley Drive,35A0037,62.0,60.0,60.15,120.33,1.0,1.0,0.88,0.44,15.0,7.0,61e1a935dda5dec6,POINT (-122.082275 37.08408)
456,f-9q9-scmtdcom_466,1468R,Glen Arbor Rd & Hillcrest Ave,Santa Cruz Metro,Bus,0,35A,35A,SLV via Scotts Valley Drive,35A0037,62.0,60.0,60.15,120.33,1.0,1.0,0.88,0.44,15.0,7.0,3145b716ae624c12,POINT (-122.083244 37.085506)
457,f-9q9-scmtdcom_467,1470R,Glen Arbor Rd & Locust,Santa Cruz Metro,Bus,0,35A,35A,SLV via Scotts Valley Drive,35A0037,62.0,60.0,60.15,120.33,1.0,1.0,0.88,0.44,15.0,7.0,fa315791ddc53d55,POINT (-122.08387 37.086823)
458,f-9q9-scmtdcom_468,1471R,Glen Arbor Rd & Hihn Rd,Santa Cruz Metro,Bus,1,35,35,San Lorenzo Valley (SLV),350077,61.0,60.0,60.0,119.6,1.0,1.0,0.94,0.38,15.0,7.0,c69e449d105ce78d,POINT (-122.079124 37.078354)
459,f-9q9-scmtdcom_469,1471R,Glen Arbor Rd & Hihn Rd,Santa Cruz Metro,Bus,1,35,35,San Lorenzo Valley (SLV),350070,,,,,,,0.06,,1.0,,c69e449d105ce78d,POINT (-122.079124 37.078354)
460,f-9q9-scmtdcom_470,1472R,Glen Arbor Rd & Hihn Rd,Santa Cruz Metro,Bus,0,35A,35A,SLV via Scotts Valley Drive,35A0037,62.0,60.0,64.14,120.33,1.0,1.0,0.94,0.44,15.0,7.0,3de8291a2288e975,POINT (-122.079514 37.078114)
461,f-9q9-scmtdcom_471,1474R,Glen Arbor Rd & Riverside Ave,Santa Cruz Metro,Bus,1,35,35,San Lorenzo Valley (SLV),350077,61.0,60.0,60.0,119.6,1.0,1.0,0.94,0.38,15.0,7.0,2bb8a42a234c3382,POINT (-122.087883 37.088734)
462,f-9q9-scmtdcom_472,1474R,Glen Arbor Rd & Riverside Ave,Santa Cruz Metro,Bus,1,35,35,San Lorenzo Valley (SLV),350070,,,,,,,0.06,,1.0,,2bb8a42a234c3382,POINT (-122.087883 37.088734)
463,f-9q9-scmtdcom_473,1492R,Graham Hill Rd & Covered Bridge Rd N,Santa Cruz Metro,Bus,1,35,35,San Lorenzo Valley (SLV),350076,61.0,60.0,60.08,120.17,1.0,1.0,0.88,0.44,15.0,7.0,3735d0f006f8a682,POINT (-122.072395 37.052555)
464,f-9q9-scmtdcom_474,1492R,Graham Hill Rd & Covered Bridge Rd N,Santa Cruz Metro,Bus,1,35,35,San Lorenzo Valley (SLV),350077,61.0,60.0,60.0,119.6,1.0,1.0,0.94,0.38,15.0,7.0,3735d0f006f8a682,POINT (-122.072395 37.052555)
465,f-9q9-scmtdcom_475,1492R,Graham Hill Rd & Covered Bridge Rd N,Santa Cruz Metro,Bus,1,35,35,San Lorenzo Valley (SLV),350070,,,,,,,0.06,,1.0,,3735d0f006f8a682,POINT (-122.072395 37.052555)
466,f-9q9-scmtdcom_476,1499R,Grant (Grant Park),Santa Cruz Metro,Bus,0,04,04,Harvey West / Emeline,040001,,,56.88,,,0.5,0.56,,9.0,,cca0aed28797fd91,POINT (-122.021599 36.985538)
467,f-9q9-scmtdcom_477,1499R,Grant (Grant Park),Santa Cruz Metro,Bus,0,04,04,Harvey West / Emeline,040003,60.0,,60.0,,1.0,,0.12,,2.0,,cca0aed28797fd91,POINT (-122.021599 36.985538)
468,f-9q9-scmtdcom_478,1501R,Hagar Dr (UCSC - East Remote Parking),Santa Cruz Metro,Bus,0,10,10,UCSC Via High,100007,60.0,60.0,60.09,60.14,1.0,1.0,0.75,0.5,12.0,8.0,242865cd986fae09,POINT (-122.054665 36.991314)
469,f-9q9-scmtdcom_479,1501R,Hagar Dr (UCSC - East Remote Parking),Santa Cruz Metro,Bus,0,16,16,UCSC via Laurel East,160018,60.0,60.0,60.0,45.82,1.0,1.0,1.0,1.12,16.0,20.0,242865cd986fae09,POINT (-122.054665 36.991314)
470,f-9q9-scmtdcom_480,1501R,Hagar Dr (UCSC - East Remote Parking),Santa Cruz Metro,Bus,0,20,20,UCSC via Westside,200023,60.0,,60.0,60.0,1.0,0.5,0.69,0.38,11.0,6.0,242865cd986fae09,POINT (-122.054665 36.991314)
471,f-9q9-scmtdcom_481,1501R,Hagar Dr (UCSC - East Remote Parking),Santa Cruz Metro,Bus,0,20,20,UCSC via Westside,200024,,,60.0,60.0,,0.5,0.19,0.25,3.0,4.0,242865cd986fae09,POINT (-122.054665 36.991314)
472,f-9q9-scmtdcom_482,1505R,Heller Dr (UCSC - Oakes College),Santa Cruz Metro,Bus,0,10,10,UCSC Via High,100007,,60.0,60.09,60.14,0.5,1.0,0.75,0.5,12.0,8.0,7003bf41409b430b,POINT (-122.0672 36.989944)
473,f-9q9-scmtdcom_483,1505R,Heller Dr (UCSC - Oakes College),Santa Cruz Metro,Bus,0,16,16,UCSC via Laurel East,160018,60.0,60.0,60.0,45.88,1.0,1.0,1.0,1.12,16.0,20.0,7003bf41409b430b,POINT (-122.0672 36.989944)
474,f-9q9-scmtdcom_484,1505R,Heller Dr (UCSC - Oakes College),Santa Cruz Metro,Bus,0,20,20,UCSC via Westside,200023,60.0,,60.0,60.0,1.0,0.5,0.69,0.38,11.0,6.0,7003bf41409b430b,POINT (-122.0672 36.989944)
475,f-9q9-scmtdcom_485,1505R,Heller Dr (UCSC - Oakes College),Santa Cruz Metro,Bus,0,20,20,UCSC via Westside,200024,,,62.0,60.0,,0.5,0.19,0.25,3.0,4.0,7003bf41409b430b,POINT (-122.0672 36.989944)
476,f-9q9-scmtdcom_486,1509R,Heller Dr & McLaughlin Dr (UCSC - Kresge College),Santa Cruz Metro,Bus,0,10,10,UCSC Via High,100007,,60.0,60.09,60.14,0.5,1.0,0.75,0.5,12.0,8.0,921c454500c1790e,POINT (-122.064552 36.999287)
477,f-9q9-scmtdcom_487,1509R,Heller Dr & McLaughlin Dr (UCSC - Kresge College),Santa Cruz Metro,Bus,0,16,16,UCSC via Laurel East,160018,60.0,60.0,60.0,45.88,1.0,1.0,1.0,1.12,16.0,20.0,921c454500c1790e,POINT (-122.064552 36.999287)
478,f-9q9-scmtdcom_488,1509R,Heller Dr & McLaughlin Dr (UCSC - Kresge College),Santa Cruz Metro,Bus,0,20,20,UCSC via Westside,200023,60.0,,60.0,60.0,1.0,0.5,0.69,0.38,11.0,6.0,921c454500c1790e,POINT (-122.064552 36.999287)
479,f-9q9-scmtdcom_489,1509R,Heller Dr & McLaughlin Dr (UCSC - Kresge College),Santa Cruz Metro,Bus,0,20,20,UCSC via Westside,200024,,,62.0,60.0,,0.5,0.19,0.25,3.0,4.0,921c454500c1790e,POINT (-122.064552 36.999287)
480,f-9q9-scmtdcom_490,1510R,High & Western,Santa Cruz Metro,Bus,0,10,10,UCSC Via High,100007,,60.0,60.09,60.14,0.5,1.0,0.75,0.5,12.0,8.0,edc8fb35c89d469,POINT (-122.057823 36.978645)
481,f-9q9-scmtdcom_491,1510R,High & Western,Santa Cruz Metro,Bus,0,16,16,UCSC via Laurel East,160018,60.0,60.0,60.0,45.88,1.0,1.0,1.0,1.12,16.0,20.0,edc8fb35c89d469,POINT (-122.057823 36.978645)
482,f-9q9-scmtdcom_492,1510R,High & Western,Santa Cruz Metro,Bus,0,20,20,UCSC via Westside,200023,60.0,,60.0,60.0,1.0,0.5,0.69,0.38,11.0,6.0,edc8fb35c89d469,POINT (-122.057823 36.978645)
483,f-9q9-scmtdcom_493,1510R,High & Western,Santa Cruz Metro,Bus,0,20,20,UCSC via Westside,200024,,,60.0,60.0,,0.5,0.19,0.25,3.0,4.0,edc8fb35c89d469,POINT (-122.057823 36.978645)
484,f-9q9-scmtdcom_494,1510R,High & Western,Santa Cruz Metro,Bus,0,42,42,Davenport / Bonny Doon,420013,,,,480.0,,,0.06,0.12,1.0,2.0,edc8fb35c89d469,POINT (-122.057823 36.978645)
485,f-9q9-scmtdcom_495,1510R,High & Western,Santa Cruz Metro,Bus,0,42,42,Davenport / Bonny Doon,420012,,,120.0,,,0.5,0.12,,2.0,,edc8fb35c89d469,POINT (-122.057823 36.978645)
486,f-9q9-scmtdcom_496,1512R,High & Moore,Santa Cruz Metro,Bus,0,10,10,UCSC Via High,100007,,60.0,60.09,60.14,0.5,1.0,0.75,0.5,12.0,8.0,ca68c5c02feea4e0,POINT (-122.048607 36.977596)
487,f-9q9-scmtdcom_497,1513R,High & Moore,Santa Cruz Metro,Bus,0,10,10,UCSC Via High,100007,60.0,60.0,60.0,60.0,1.0,1.0,0.75,0.5,12.0,8.0,af3afdf690e4d7f,POINT (-122.048325 36.977859)
488,f-9q9-scmtdcom_498,1515R,High & Laurent,Santa Cruz Metro,Bus,0,10,10,UCSC Via High,100007,60.0,60.0,60.0,60.0,1.0,1.0,0.75,0.5,12.0,8.0,af7df3c3f7277dba,POINT (-122.042374 36.977737)
489,f-9q9-scmtdcom_499,1516R,High & Highland,Santa Cruz Metro,Bus,0,10,10,UCSC Via High,100007,60.0,60.0,60.0,60.0,1.0,1.0,0.75,0.5,12.0,8.0,c0c9b06a8d63194e,POINT (-122.033669 36.977901)
490,f-9q9-scmtdcom_500,1517R,Highland & Escalona,Santa Cruz Metro,Bus,0,10,10,UCSC Via High,100007,60.0,60.0,60.0,60.0,1.0,1.0,0.75,0.5,12.0,8.0,ca28a38319fbfe3e,POINT (-122.032921 36.976994)
491,f-9q9-scmtdcom_501,1520R,Hwy 1 & Davenport Ave (Cash Store),Santa Cruz Metro,Bus,0,42,42,Davenport / Bonny Doon,420013,,,,480.0,0.5,,0.06,0.12,1.0,2.0,cb50692d4d221da1,POINT (-122.194145 37.010872)
492,f-9q9-scmtdcom_502,1520R,Hwy 1 & Davenport Ave (Cash Store),Santa Cruz Metro,Bus,0,42,42,Davenport / Bonny Doon,420012,,,120.0,,,0.5,0.12,,2.0,,cb50692d4d221da1,POINT (-122.194145 37.010872)
493,f-9q9-scmtdcom_503,1527R,Hwy 9 (#6519),Santa Cruz Metro,Bus,1,35,35,San Lorenzo Valley (SLV),350076,61.0,60.0,60.08,120.17,1.0,1.0,0.88,0.44,15.0,7.0,b22c94ffbb0495a1,POINT (-122.075081 37.05563)
494,f-9q9-scmtdcom_504,1527R,Hwy 9 (#6519),Santa Cruz Metro,Bus,1,35,35,San Lorenzo Valley (SLV),350077,61.0,60.0,60.0,119.6,1.0,1.0,0.94,0.38,15.0,7.0,b22c94ffbb0495a1,POINT (-122.075081 37.05563)
