,uf_unique_,stop_id,name,operator,mode,direction,route_id,related_ro,related__1,related__2,headway_av,headway__1,headway__2,headway__3,hourly_arr,hourly_a_1,hourly_a_2,hourly_a_3,total_arri,total_ar_1,geometry_k,geometry
495,f-9q9-scmtdcom_505,1527R,Hwy 9 (#6519),Santa Cruz Metro,Bus,1,35,35,San Lorenzo Valley (SLV),350070,,,,,,,0.06,,1.0,,b22c94ffbb0495a1,POINT (-122.075081 37.05563)
496,f-9q9-scmtdcom_506,1529R,Hwy 9 (Viking Cottages),Santa Cruz Metro,Bus,0,35A,35A,SLV via Scotts Valley Drive,35A0037,60.0,58.0,64.14,120.33,1.0,1.5,0.94,0.44,15.0,7.0,ea6f026756a32ac8,POINT (-122.077408 37.058273)
497,f-9q9-scmtdcom_507,1529R,Hwy 9 (Viking Cottages),Santa Cruz Metro,Bus,0,35A,35A,SLV via Scotts Valley Drive,35A0038,60.0,56.0,59.69,124.83,1.0,1.0,0.88,0.44,14.0,7.0,ea6f026756a32ac8,POINT (-122.077408 37.058273)
498,f-9q9-scmtdcom_508,1529R,Hwy 9 (Viking Cottages),Santa Cruz Metro,Bus,0,35A,35A,SLV via Scotts Valley Drive,35A0039,,,,,,,,,1.0,1.0,ea6f026756a32ac8,POINT (-122.077408 37.058273)
499,f-9q9-scmtdcom_509,1530R,Hwy 9 (SLV High School),Santa Cruz Metro,Bus,1,35,35,San Lorenzo Valley (SLV),350076,61.0,60.0,60.08,120.17,1.0,1.0,0.88,0.44,15.0,7.0,366f41bb5884728d,POINT (-122.080154 37.06131)
500,f-9q9-scmtdcom_510,1530R,Hwy 9 (SLV High School),Santa Cruz Metro,Bus,1,35,35,San Lorenzo Valley (SLV),350077,61.0,60.0,60.0,119.6,1.0,1.0,0.94,0.38,15.0,7.0,366f41bb5884728d,POINT (-122.080154 37.06131)
501,f-9q9-scmtdcom_511,1530R,Hwy 9 (SLV High School),Santa Cruz Metro,Bus,1,35,35,San Lorenzo Valley (SLV),350070,,,,,,,0.06,,1.0,,366f41bb5884728d,POINT (-122.080154 37.06131)
502,f-9q9-scmtdcom_512,1531R,Hwy 9 (SLV High School),Santa Cruz Metro,Bus,0,35A,35A,SLV via Scotts Valley Drive,35A0037,,60.0,64.14,120.33,0.5,1.0,0.94,0.44,15.0,7.0,93de99c3ab27db2e,POINT (-122.080193 37.061214)
503,f-9q9-scmtdcom_513,1531R,Hwy 9 (SLV High School),Santa Cruz Metro,Bus,0,35A,35A,SLV via Scotts Valley Drive,35A0038,60.0,56.0,59.69,124.83,1.0,1.0,0.88,0.44,14.0,7.0,93de99c3ab27db2e,POINT (-122.080193 37.061214)
504,f-9q9-scmtdcom_514,1531R,Hwy 9 (SLV High School),Santa Cruz Metro,Bus,0,35A,35A,SLV via Scotts Valley Drive,35A0039,,,,,,,,,1.0,1.0,93de99c3ab27db2e,POINT (-122.080193 37.061214)
505,f-9q9-scmtdcom_515,1532R,Hwy 9 & El Solyo Heights Dr,Santa Cruz Metro,Bus,1,35,35,San Lorenzo Valley (SLV),350076,61.0,60.0,60.08,120.17,1.0,1.0,0.88,0.44,15.0,7.0,75844f7e2f6cf0d5,POINT (-122.079758 37.065662)
506,f-9q9-scmtdcom_516,1532R,Hwy 9 & El Solyo Heights Dr,Santa Cruz Metro,Bus,1,35,35,San Lorenzo Valley (SLV),350077,61.0,60.0,60.0,119.6,1.0,1.0,0.94,0.38,15.0,7.0,75844f7e2f6cf0d5,POINT (-122.079758 37.065662)
507,f-9q9-scmtdcom_517,1532R,Hwy 9 & El Solyo Heights Dr,Santa Cruz Metro,Bus,1,35,35,San Lorenzo Valley (SLV),350070,,,,,,,0.06,,1.0,,75844f7e2f6cf0d5,POINT (-122.079758 37.065662)
508,f-9q9-scmtdcom_518,1533R,Hwy 9 & El Solyo Heights Dr,Santa Cruz Metro,Bus,0,35A,35A,SLV via Scotts Valley Drive,35A0037,62.0,60.0,64.14,120.33,1.0,1.0,0.94,0.44,15.0,7.0,8a50d6ae2dd939ed,POINT (-122.079704 37.066677)
509,f-9q9-scmtdcom_519,1533R,Hwy 9 & El Solyo Heights Dr,Santa Cruz Metro,Bus,0,35A,35A,SLV via Scotts Valley Drive,35A0038,60.0,56.0,59.69,124.83,1.0,1.0,0.88,0.44,14.0,7.0,8a50d6ae2dd939ed,POINT (-122.079704 37.066677)
510,f-9q9-scmtdcom_520,1533R,Hwy 9 & El Solyo Heights Dr,Santa Cruz Metro,Bus,0,35A,35A,SLV via Scotts Valley Drive,35A0039,,,,,,,,,1.0,1.0,8a50d6ae2dd939ed,POINT (-122.079704 37.066677)
511,f-9q9-scmtdcom_521,1534R,Hwy 9 & Glen Lomond Ln,Santa Cruz Metro,Bus,1,35,35,San Lorenzo Valley (SLV),350076,61.0,60.0,60.08,120.17,1.0,1.0,0.88,0.44,15.0,7.0,995b9a4301086424,POINT (-122.083977 37.069176)
512,f-9q9-scmtdcom_522,1534R,Hwy 9 & Glen Lomond Ln,Santa Cruz Metro,Bus,1,35,35,San Lorenzo Valley (SLV),350077,61.0,60.0,60.0,119.6,1.0,1.0,0.94,0.38,15.0,7.0,995b9a4301086424,POINT (-122.083977 37.069176)
513,f-9q9-scmtdcom_523,1534R,Hwy 9 & Glen Lomond Ln,Santa Cruz Metro,Bus,1,35,35,San Lorenzo Valley (SLV),350070,,,,,,,0.06,,1.0,,995b9a4301086424,POINT (-122.083977 37.069176)
514,f-9q9-scmtdcom_524,1535R,Hwy 9 & Sunnycroft Rd,Santa Cruz Metro,Bus,0,35A,35A,SLV via Scotts Valley Drive,35A0037,62.0,60.0,64.14,120.33,1.0,1.0,0.94,0.44,15.0,7.0,b83270720538722d,POINT (-122.084068 37.071644)
515,f-9q9-scmtdcom_525,1535R,Hwy 9 & Sunnycroft Rd,Santa Cruz Metro,Bus,0,35A,35A,SLV via Scotts Valley Drive,35A0038,60.0,56.0,59.69,124.83,1.0,1.0,0.88,0.44,14.0,7.0,b83270720538722d,POINT (-122.084068 37.071644)
516,f-9q9-scmtdcom_526,1535R,Hwy 9 & Sunnycroft Rd,Santa Cruz Metro,Bus,0,35A,35A,SLV via Scotts Valley Drive,35A0039,,,,,,,,,1.0,1.0,b83270720538722d,POINT (-122.084068 37.071644)
517,f-9q9-scmtdcom_527,1536R,Hwy 9 (Highlands Park),Santa Cruz Metro,Bus,1,35,35,San Lorenzo Valley (SLV),350076,61.0,60.0,60.08,120.17,1.0,1.0,0.88,0.44,15.0,7.0,3dfc6ae77c776120,POINT (-122.083565 37.079185)
518,f-9q9-scmtdcom_528,1537R,Hwy 9 (Highlands Park),Santa Cruz Metro,Bus,0,35A,35A,SLV via Scotts Valley Drive,35A0038,60.0,56.0,59.69,124.83,1.0,1.0,0.88,0.44,14.0,7.0,23bffe8609f39ef,POINT (-122.083397 37.079517)
519,f-9q9-scmtdcom_529,1537R,Hwy 9 (Highlands Park),Santa Cruz Metro,Bus,0,35A,35A,SLV via Scotts Valley Drive,35A0039,,,,,,,,,1.0,1.0,23bffe8609f39ef,POINT (-122.083397 37.079517)
520,f-9q9-scmtdcom_530,1538R,Hwy 9 & Park Way,Santa Cruz Metro,Bus,1,35,35,San Lorenzo Valley (SLV),350076,61.0,60.0,60.08,120.17,1.0,1.0,0.88,0.44,15.0,7.0,611d2e2d884b527b,POINT (-122.084381 37.080986)
521,f-9q9-scmtdcom_531,1539R,Hwy 9 & Shadowbrook Rd,Santa Cruz Metro,Bus,0,35A,35A,SLV via Scotts Valley Drive,35A0038,60.0,56.0,59.69,124.83,1.0,1.0,0.88,0.44,14.0,7.0,c97fe685eeecf501,POINT (-122.084435 37.081261)
522,f-9q9-scmtdcom_533,1541R,Hwy 9 & Hillside Ave,Santa Cruz Metro,Bus,1,35,35,San Lorenzo Valley (SLV),350076,61.0,60.0,60.08,120.17,1.0,1.0,0.88,0.44,15.0,7.0,dcad983949db4113,POINT (-122.08873 37.087681)
523,f-9q9-scmtdcom_534,1542R,Hwy 9 & Hillside Ave,Santa Cruz Metro,Bus,0,35A,35A,SLV via Scotts Valley Drive,35A0038,60.0,56.0,59.69,124.83,1.0,1.0,0.88,0.44,14.0,7.0,5260923c241e7dcb,POINT (-122.088585 37.087646)
524,f-9q9-scmtdcom_535,1542R,Hwy 9 & Hillside Ave,Santa Cruz Metro,Bus,0,35A,35A,SLV via Scotts Valley Drive,35A0039,,,,,,,,,1.0,1.0,5260923c241e7dcb,POINT (-122.088585 37.087646)
525,f-9q9-scmtdcom_536,1543R,Hwy 9 & Main,Santa Cruz Metro,Bus,1,35,35,San Lorenzo Valley (SLV),350076,61.0,60.0,60.08,120.17,1.0,1.0,0.88,0.44,15.0,7.0,259e0bd8b8bd3eb8,POINT (-122.089676 37.089657)
526,f-9q9-scmtdcom_537,1543R,Hwy 9 & Main,Santa Cruz Metro,Bus,1,35,35,San Lorenzo Valley (SLV),350077,61.0,60.0,60.0,119.6,1.0,1.0,0.94,0.38,15.0,7.0,259e0bd8b8bd3eb8,POINT (-122.089676 37.089657)
527,f-9q9-scmtdcom_538,1543R,Hwy 9 & Main,Santa Cruz Metro,Bus,1,35,35,San Lorenzo Valley (SLV),350070,,,,,,,0.06,,1.0,,259e0bd8b8bd3eb8,POINT (-122.089676 37.089657)
528,f-9q9-scmtdcom_539,1544R,Hwy 9 & Main,Santa Cruz Metro,Bus,0,35A,35A,SLV via Scotts Valley Drive,35A0037,62.0,60.0,60.15,120.33,1.0,1.0,0.88,0.44,15.0,7.0,3c904c493e5f3e3,POINT (-122.089813 37.089844)
529,f-9q9-scmtdcom_540,1544R,Hwy 9 & Main,Santa Cruz Metro,Bus,0,35A,35A,SLV via Scotts Valley Drive,35A0038,60.0,56.0,59.69,124.83,1.0,1.0,0.88,0.44,14.0,7.0,3c904c493e5f3e3,POINT (-122.089813 37.089844)
530,f-9q9-scmtdcom_541,1544R,Hwy 9 & Main,Santa Cruz Metro,Bus,0,35A,35A,SLV via Scotts Valley Drive,35A0039,,,,,,,,,1.0,1.0,3c904c493e5f3e3,POINT (-122.089813 37.089844)
531,f-9q9-scmtdcom_542,1547R,Hwy 9 & Brown Gables Rd,Santa Cruz Metro,Bus,0,35A,35A,SLV via Scotts Valley Drive,35A0037,62.0,60.0,60.15,120.33,1.0,1.0,0.88,0.44,15.0,7.0,76ff8eee95a8185d,POINT (-122.09626 37.09296)
532,f-9q9-scmtdcom_543,1547R,Hwy 9 & Brown Gables Rd,Santa Cruz Metro,Bus,0,35A,35A,SLV via Scotts Valley Drive,35A0038,60.0,56.0,59.69,124.83,1.0,1.0,0.88,0.44,14.0,7.0,76ff8eee95a8185d,POINT (-122.09626 37.09296)
533,f-9q9-scmtdcom_544,1547R,Hwy 9 & Brown Gables Rd,Santa Cruz Metro,Bus,0,35A,35A,SLV via Scotts Valley Drive,35A0039,,,,,,,,,1.0,1.0,76ff8eee95a8185d,POINT (-122.09626 37.09296)
534,f-9q9-scmtdcom_545,1548R,Hwy 9 & California Dr,Santa Cruz Metro,Bus,1,35,35,San Lorenzo Valley (SLV),350076,61.0,60.0,60.08,120.33,1.0,1.0,0.88,0.44,15.0,7.0,6cdf042d2e92a35c,POINT (-122.09742 37.09573)
535,f-9q9-scmtdcom_546,1548R,Hwy 9 & California Dr,Santa Cruz Metro,Bus,1,35,35,San Lorenzo Valley (SLV),350077,61.0,60.0,60.0,119.8,1.0,1.0,0.94,0.38,15.0,7.0,6cdf042d2e92a35c,POINT (-122.09742 37.09573)
536,f-9q9-scmtdcom_547,1548R,Hwy 9 & California Dr,Santa Cruz Metro,Bus,1,35,35,San Lorenzo Valley (SLV),350070,,,,,,,0.06,,1.0,,6cdf042d2e92a35c,POINT (-122.09742 37.09573)
537,f-9q9-scmtdcom_548,1549R,Hwy 9 & California Dr,Santa Cruz Metro,Bus,0,35A,35A,SLV via Scotts Valley Drive,35A0037,62.0,60.0,60.15,120.33,1.0,1.0,0.88,0.44,15.0,7.0,4580bb06b7acb404,POINT (-122.097122 37.09549)
538,f-9q9-scmtdcom_549,1549R,Hwy 9 & California Dr,Santa Cruz Metro,Bus,0,35A,35A,SLV via Scotts Valley Drive,35A0038,60.0,56.0,59.69,124.83,1.0,1.0,0.88,0.44,14.0,7.0,4580bb06b7acb404,POINT (-122.097122 37.09549)
539,f-9q9-scmtdcom_550,1549R,Hwy 9 & California Dr,Santa Cruz Metro,Bus,0,35A,35A,SLV via Scotts Valley Drive,35A0039,,,,,,,,,1.0,1.0,4580bb06b7acb404,POINT (-122.097122 37.09549)
540,f-9q9-scmtdcom_551,1550R,Hwy 9 & Pike Rd,Santa Cruz Metro,Bus,1,35,35,San Lorenzo Valley (SLV),350076,61.0,60.0,60.08,120.33,1.0,1.0,0.88,0.44,15.0,7.0,db77c7152a820185,POINT (-122.100967 37.099701)
541,f-9q9-scmtdcom_552,1550R,Hwy 9 & Pike Rd,Santa Cruz Metro,Bus,1,35,35,San Lorenzo Valley (SLV),350077,61.0,60.0,60.0,119.8,1.0,1.0,0.94,0.38,15.0,7.0,db77c7152a820185,POINT (-122.100967 37.099701)
542,f-9q9-scmtdcom_553,1550R,Hwy 9 & Pike Rd,Santa Cruz Metro,Bus,1,35,35,San Lorenzo Valley (SLV),350070,,,,,,,0.06,,1.0,,db77c7152a820185,POINT (-122.100967 37.099701)
543,f-9q9-scmtdcom_554,1552R,Hwy 9 & Western Ave,Santa Cruz Metro,Bus,1,35,35,San Lorenzo Valley (SLV),350076,61.0,60.0,60.08,120.33,1.0,1.0,0.88,0.44,15.0,7.0,d945b64f18b2d8dd,POINT (-122.105988 37.105839)
544,f-9q9-scmtdcom_555,1552R,Hwy 9 & Western Ave,Santa Cruz Metro,Bus,1,35,35,San Lorenzo Valley (SLV),350077,61.0,60.0,60.0,119.8,1.0,1.0,0.94,0.38,15.0,7.0,d945b64f18b2d8dd,POINT (-122.105988 37.105839)
545,f-9q9-scmtdcom_556,1552R,Hwy 9 & Western Ave,Santa Cruz Metro,Bus,1,35,35,San Lorenzo Valley (SLV),350070,,,,,,,0.06,,1.0,,d945b64f18b2d8dd,POINT (-122.105988 37.105839)
546,f-9q9-scmtdcom_557,1553R,Hwy 9 & Larkspur,Santa Cruz Metro,Bus,0,35A,35A,SLV via Scotts Valley Drive,35A0037,63.0,60.0,60.23,120.33,1.0,1.0,0.88,0.44,15.0,7.0,678bd7d9f4b997b8,POINT (-122.10656 37.106651)
547,f-9q9-scmtdcom_558,1553R,Hwy 9 & Larkspur,Santa Cruz Metro,Bus,0,35A,35A,SLV via Scotts Valley Drive,35A0038,60.0,56.0,59.69,124.83,1.0,1.0,0.88,0.44,14.0,7.0,678bd7d9f4b997b8,POINT (-122.10656 37.106651)
548,f-9q9-scmtdcom_559,1553R,Hwy 9 & Larkspur,Santa Cruz Metro,Bus,0,35A,35A,SLV via Scotts Valley Drive,35A0039,,,,,,,,,1.0,1.0,678bd7d9f4b997b8,POINT (-122.10656 37.106651)
549,f-9q9-scmtdcom_560,1554R,Hwy 9 & Clear Creek Rd,Santa Cruz Metro,Bus,1,35,35,San Lorenzo Valley (SLV),350076,60.0,60.0,60.08,120.33,1.0,1.0,0.88,0.44,15.0,7.0,349df849b4487462,POINT (-122.109261 37.107697)
550,f-9q9-scmtdcom_561,1554R,Hwy 9 & Clear Creek Rd,Santa Cruz Metro,Bus,1,35,35,San Lorenzo Valley (SLV),350077,60.0,60.0,60.0,119.8,1.0,1.0,0.94,0.38,15.0,7.0,349df849b4487462,POINT (-122.109261 37.107697)
551,f-9q9-scmtdcom_562,1554R,Hwy 9 & Clear Creek Rd,Santa Cruz Metro,Bus,1,35,35,San Lorenzo Valley (SLV),350070,,,,,,,0.06,,1.0,,349df849b4487462,POINT (-122.109261 37.107697)
552,f-9q9-scmtdcom_563,1555R,Hwy 9 & Pacific,Santa Cruz Metro,Bus,0,35A,35A,SLV via Scotts Valley Drive,35A0037,62.0,60.0,60.15,120.33,1.0,1.0,0.88,0.44,15.0,7.0,253efd944b7f99cc,POINT (-122.109627 37.107861)
553,f-9q9-scmtdcom_564,1555R,Hwy 9 & Pacific,Santa Cruz Metro,Bus,0,35A,35A,SLV via Scotts Valley Drive,35A0038,60.0,55.0,59.69,124.83,1.0,1.0,0.88,0.44,14.0,7.0,253efd944b7f99cc,POINT (-122.109627 37.107861)
554,f-9q9-scmtdcom_565,1555R,Hwy 9 & Pacific,Santa Cruz Metro,Bus,0,35A,35A,SLV via Scotts Valley Drive,35A0039,,,,,,,,,1.0,1.0,253efd944b7f99cc,POINT (-122.109627 37.107861)
555,f-9q9-scmtdcom_566,1556R,Hwy 9 & Irwin Way,Santa Cruz Metro,Bus,1,35,35,San Lorenzo Valley (SLV),350076,60.0,60.0,60.08,120.33,1.0,1.0,0.88,0.44,15.0,7.0,2fb2621d462b2f4e,POINT (-122.11441 37.111294)
556,f-9q9-scmtdcom_567,1556R,Hwy 9 & Irwin Way,Santa Cruz Metro,Bus,1,35,35,San Lorenzo Valley (SLV),350077,60.0,60.0,60.0,119.8,1.0,1.0,0.94,0.38,15.0,7.0,2fb2621d462b2f4e,POINT (-122.11441 37.111294)
557,f-9q9-scmtdcom_569,1557R,Hwy 9 & Irwin Way,Santa Cruz Metro,Bus,0,35A,35A,SLV via Scotts Valley Drive,35A0037,62.0,60.0,60.15,120.33,1.0,1.0,0.88,0.44,15.0,7.0,bb5c86f36f36d38c,POINT (-122.11422 37.111439)
558,f-9q9-scmtdcom_570,1557R,Hwy 9 & Irwin Way,Santa Cruz Metro,Bus,0,35A,35A,SLV via Scotts Valley Drive,35A0038,60.0,55.0,59.69,124.83,1.0,1.0,0.88,0.44,14.0,7.0,bb5c86f36f36d38c,POINT (-122.11422 37.111439)
559,f-9q9-scmtdcom_571,1557R,Hwy 9 & Irwin Way,Santa Cruz Metro,Bus,0,35A,35A,SLV via Scotts Valley Drive,35A0039,,,,,,,,,1.0,1.0,bb5c86f36f36d38c,POINT (-122.11422 37.111439)
560,f-9q9-scmtdcom_572,1558R,Hwy 9 & River,Santa Cruz Metro,Bus,1,35,35,San Lorenzo Valley (SLV),350076,60.0,60.0,60.08,120.5,1.0,1.0,0.88,0.44,15.0,7.0,e93ca955980f94c7,POINT (-122.120453 37.116161)
561,f-9q9-scmtdcom_573,1558R,Hwy 9 & River,Santa Cruz Metro,Bus,1,35,35,San Lorenzo Valley (SLV),350077,60.0,60.0,60.0,120.0,1.0,1.0,0.94,0.38,15.0,7.0,e93ca955980f94c7,POINT (-122.120453 37.116161)
562,f-9q9-scmtdcom_574,1558R,Hwy 9 & River,Santa Cruz Metro,Bus,1,35,35,San Lorenzo Valley (SLV),350070,,,,,,,0.06,,1.0,,e93ca955980f94c7,POINT (-122.120453 37.116161)
563,f-9q9-scmtdcom_575,1559R,Hwy 9 & River,Santa Cruz Metro,Bus,0,35A,35A,SLV via Scotts Valley Drive,35A0037,63.0,60.0,60.23,120.33,1.0,1.0,0.88,0.44,15.0,7.0,ee74964e3644af92,POINT (-122.120216 37.116524)
564,f-9q9-scmtdcom_576,1559R,Hwy 9 & River,Santa Cruz Metro,Bus,0,35A,35A,SLV via Scotts Valley Drive,35A0038,60.0,56.0,59.69,124.83,1.0,1.0,0.88,0.44,14.0,7.0,ee74964e3644af92,POINT (-122.120216 37.116524)
565,f-9q9-scmtdcom_577,1559R,Hwy 9 & River,Santa Cruz Metro,Bus,0,35A,35A,SLV via Scotts Valley Drive,35A0039,,,,,,,,,1.0,1.0,ee74964e3644af92,POINT (-122.120216 37.116524)
566,f-9q9-scmtdcom_578,1560R,Hwy 9 & Mountain,Santa Cruz Metro,Bus,0,35A,35A,SLV via Scotts Valley Drive,35A0037,63.0,60.0,60.23,120.33,1.0,1.0,0.88,0.44,15.0,7.0,cb91de9c6bd8214d,POINT (-122.120834 37.120399)
567,f-9q9-scmtdcom_579,1560R,Hwy 9 & Mountain,Santa Cruz Metro,Bus,0,35A,35A,SLV via Scotts Valley Drive,35A0038,60.0,55.0,59.69,124.83,1.0,1.0,0.88,0.44,14.0,7.0,cb91de9c6bd8214d,POINT (-122.120834 37.120399)
568,f-9q9-scmtdcom_580,1560R,Hwy 9 & Mountain,Santa Cruz Metro,Bus,0,35A,35A,SLV via Scotts Valley Drive,35A0039,,,,,,,,,1.0,1.0,cb91de9c6bd8214d,POINT (-122.120834 37.120399)
569,f-9q9-scmtdcom_581,1561R,Hwy 9 & Lomond,Santa Cruz Metro,Bus,1,35,35,San Lorenzo Valley (SLV),350076,60.0,60.0,60.08,120.5,1.0,1.0,0.88,0.44,15.0,7.0,bb4261464fe0dce1,POINT (-122.121696 37.123093)
570,f-9q9-scmtdcom_582,1561R,Hwy 9 & Lomond,Santa Cruz Metro,Bus,1,35,35,San Lorenzo Valley (SLV),350077,60.0,60.0,60.0,120.0,1.0,1.0,0.94,0.38,15.0,7.0,bb4261464fe0dce1,POINT (-122.121696 37.123093)
571,f-9q9-scmtdcom_583,1561R,Hwy 9 & Lomond,Santa Cruz Metro,Bus,1,35,35,San Lorenzo Valley (SLV),350070,,,,,,,0.06,,1.0,,bb4261464fe0dce1,POINT (-122.121696 37.123093)
572,f-9q9-scmtdcom_584,1564R,Hwy 9 & Monaco Ln,Santa Cruz Metro,Bus,0,35A,35A,SLV via Scotts Valley Drive,35A0037,63.0,60.0,60.23,120.33,1.0,1.0,0.88,0.44,15.0,7.0,7f935625971bd795,POINT (-122.125984 37.133812)
573,f-9q9-scmtdcom_585,1564R,Hwy 9 & Monaco Ln,Santa Cruz Metro,Bus,0,35A,35A,SLV via Scotts Valley Drive,35A0039,,,,,,,,,1.0,1.0,7f935625971bd795,POINT (-122.125984 37.133812)
574,f-9q9-scmtdcom_586,1565R,Hwy 9 & Cresta Dr,Santa Cruz Metro,Bus,0,35A,35A,SLV via Scotts Valley Drive,35A0037,63.0,60.0,60.23,120.33,1.0,1.0,0.88,0.44,15.0,7.0,3eb528806c656028,POINT (-122.129517 37.138687)
575,f-9q9-scmtdcom_587,1565R,Hwy 9 & Cresta Dr,Santa Cruz Metro,Bus,0,35A,35A,SLV via Scotts Valley Drive,35A0039,,,,,,,,,1.0,1.0,3eb528806c656028,POINT (-122.129517 37.138687)
576,f-9q9-scmtdcom_588,1567R,Hwy 9 & Sequoia Rd,Santa Cruz Metro,Bus,1,35,35,San Lorenzo Valley (SLV),350076,60.0,60.0,60.08,120.5,1.0,1.0,0.88,0.44,15.0,7.0,5cc201e5bd4c6d25,POINT (-122.134529 37.152439)
577,f-9q9-scmtdcom_589,1567R,Hwy 9 & Sequoia Rd,Santa Cruz Metro,Bus,1,35,35,San Lorenzo Valley (SLV),350070,,,,,,,0.06,,1.0,,5cc201e5bd4c6d25,POINT (-122.134529 37.152439)
578,f-9q9-scmtdcom_590,1567R,Hwy 9 & Sequoia Rd,Santa Cruz Metro,Bus,0,35A,35A,SLV via Scotts Valley Drive,35A0039,,,,,,,,,1.0,1.0,5cc201e5bd4c6d25,POINT (-122.134529 37.152439)
579,f-9q9-scmtdcom_591,1570R,Hwy 17 & Pasatiempo Dr,Santa Cruz Metro,Bus,0,17,17,Amtrak Highway 17 Express,170053,50.0,,105.25,103.12,1.0,0.5,0.56,0.56,10.0,9.0,fc48d45d9a1291c9,POINT (-122.020912 36.999294)
580,f-9q9-scmtdcom_592,1570R,Hwy 17 & Pasatiempo Dr,Santa Cruz Metro,Bus,0,17,17,Amtrak Highway 17 Express,170054,,,,138.33,,,0.06,0.25,1.0,4.0,fc48d45d9a1291c9,POINT (-122.020912 36.999294)
581,f-9q9-scmtdcom_593,1570R,Hwy 17 & Pasatiempo Dr,Santa Cruz Metro,Bus,0,17,17,Amtrak Highway 17 Express,170069,,,65.0,,,0.5,0.12,,2.0,,fc48d45d9a1291c9,POINT (-122.020912 36.999294)
582,f-9q9-scmtdcom_594,1570R,Hwy 17 & Pasatiempo Dr,Santa Cruz Metro,Bus,0,35A,35A,SLV via Scotts Valley Drive,35A0037,60.0,60.0,64.29,120.0,1.0,1.0,0.94,0.44,15.0,7.0,fc48d45d9a1291c9,POINT (-122.020912 36.999294)
583,f-9q9-scmtdcom_595,1570R,Hwy 17 & Pasatiempo Dr,Santa Cruz Metro,Bus,0,35A,35A,SLV via Scotts Valley Drive,35A0038,60.0,60.0,59.85,124.5,1.0,1.0,0.88,0.44,14.0,7.0,fc48d45d9a1291c9,POINT (-122.020912 36.999294)
584,f-9q9-scmtdcom_596,1570R,Hwy 17 & Pasatiempo Dr,Santa Cruz Metro,Bus,0,35A,35A,SLV via Scotts Valley Drive,35A0039,,,,,,,,,1.0,1.0,fc48d45d9a1291c9,POINT (-122.020912 36.999294)
585,f-9q9-scmtdcom_597,1571R,Hwy 17 & Pasatiempo Dr,Santa Cruz Metro,Bus,1,17,17,Amtrak Highway 17 Express,170043,,,220.5,139.5,0.5,,0.19,0.19,3.0,3.0,49f5e3eb70a3e3a4,POINT (-122.022064 36.999645)
586,f-9q9-scmtdcom_598,1571R,Hwy 17 & Pasatiempo Dr,Santa Cruz Metro,Bus,1,17,17,Amtrak Highway 17 Express,170042,,,128.8,94.38,0.5,0.5,0.38,0.56,7.0,10.0,49f5e3eb70a3e3a4,POINT (-122.022064 36.999645)
587,f-9q9-scmtdcom_599,1571R,Hwy 17 & Pasatiempo Dr,Santa Cruz Metro,Bus,1,17,17,Amtrak Highway 17 Express,170070,,,322.0,,,0.5,0.19,,3.0,,49f5e3eb70a3e3a4,POINT (-122.022064 36.999645)
588,f-9q9-scmtdcom_600,1571R,Hwy 17 & Pasatiempo Dr,Santa Cruz Metro,Bus,1,35,35,San Lorenzo Valley (SLV),350076,,60.0,59.85,120.0,0.5,1.0,0.88,0.44,15.0,7.0,49f5e3eb70a3e3a4,POINT (-122.022064 36.999645)
589,f-9q9-scmtdcom_601,1571R,Hwy 17 & Pasatiempo Dr,Santa Cruz Metro,Bus,1,35,35,San Lorenzo Valley (SLV),350077,61.0,55.0,59.79,119.4,1.0,1.0,0.94,0.38,15.0,7.0,49f5e3eb70a3e3a4,POINT (-122.022064 36.999645)
590,f-9q9-scmtdcom_602,1571R,Hwy 17 & Pasatiempo Dr,Santa Cruz Metro,Bus,1,35,35,San Lorenzo Valley (SLV),350070,,,,,0.5,,0.06,,1.0,,49f5e3eb70a3e3a4,POINT (-122.022064 36.999645)
591,f-9q9-scmtdcom_603,1585R,5th Ave (Harbormaster),Santa Cruz Metro,Bus,0,68,68,Live Oak via Broadway / Portola,680013,63.0,60.0,60.36,60.4,1.0,1.0,0.75,0.38,12.0,6.0,96e7bae09ec14e89,POINT (-122.000298 36.963802)
592,f-9q9-scmtdcom_604,1586R,Lake Ave & Lago Ln,Santa Cruz Metro,Bus,0,68,68,Live Oak via Broadway / Portola,680013,62.0,60.0,60.27,60.4,1.0,1.0,0.75,0.38,12.0,6.0,2268dd96abce0f1e,POINT (-122.001083 36.966976)
593,f-9q9-scmtdcom_605,1590R,Laurel & Blackburn,Santa Cruz Metro,Bus,0,16,16,UCSC via Laurel East,160018,60.0,60.0,60.0,45.94,1.0,1.0,0.94,1.12,16.0,20.0,dc157ba9283dbcf7,POINT (-122.031158 36.968449)
594,f-9q9-scmtdcom_606,1590R,Laurel & Blackburn,Santa Cruz Metro,Bus,0,42,42,Davenport / Bonny Doon,420013,,,,480.0,,,0.06,0.12,1.0,2.0,dc157ba9283dbcf7,POINT (-122.031158 36.968449)
595,f-9q9-scmtdcom_607,1590R,Laurel & Blackburn,Santa Cruz Metro,Bus,0,42,42,Davenport / Bonny Doon,420012,,,120.0,,,0.5,0.12,,2.0,,dc157ba9283dbcf7,POINT (-122.031158 36.968449)
